Date,User,Kind,Model,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output,Total Tokens,Cost ($)
"2025-08-21T06:59:03.777Z","You","Included in Pro","auto",4234,0,26094,693,31021,"Included"
"2025-08-20T16:15:01.009Z","You","Included in Pro","auto",6054,0,17420,1335,24809,"Included"
"2025-08-20T15:55:27.996Z","You","Included in Pro","auto",35632,0,812916,4286,852834,"Included"
"2025-08-20T15:21:09.202Z","You","Included in Pro","auto",3781,0,36695,359,40835,"Included"
"2025-08-20T15:18:00.676Z","You","Included in Pro","auto",10380,0,91753,2050,104183,"Included"
"2025-08-20T15:12:12.049Z","You","Errored, Not Charged","auto",37362,0,601940,4397,643699,"Included"
"2025-08-20T15:10:00.566Z","You","Included in Pro","auto",10012,0,99812,1561,111385,"Included"
"2025-08-20T15:05:30.701Z","You","Errored, Not Charged","auto",2537,0,118251,705,121493,"Included"
"2025-08-20T15:01:46.978Z","You","Included in Pro","auto",4417,0,180344,1870,186631,"Included"
"2025-08-20T14:58:33.273Z","You","Included in Pro","auto",19925,0,82794,1277,103996,"Included"
"2025-08-20T14:47:23.066Z","You","Included in Pro","auto",3810,0,27810,554,32174,"Included"
"2025-08-20T14:44:03.094Z","You","Included in Pro","auto",2714,0,318201,484,321399,"Included"
"2025-08-20T14:37:42.819Z","You","Included in Pro","auto",40318,0,278252,2878,321448,"Included"
"2025-08-20T12:38:30.159Z","You","Included in Pro","auto",27074,0,546609,2367,576050,"Included"
"2025-08-20T12:35:21.813Z","You","Included in Pro","auto",21047,0,199024,2385,222456,"Included"
"2025-08-20T12:33:10.272Z","You","Included in Pro","auto",0,3216,0,134,3350,"Included"
"2025-08-20T12:32:36.350Z","You","Included in Pro","auto",0,3121,0,168,3289,"Included"
"2025-08-20T12:25:13.047Z","You","Included in Pro","auto",9508,0,194734,1443,205685,"Included"
"2025-08-20T12:22:48.355Z","You","Included in Pro","auto",16362,0,185394,1634,203390,"Included"
"2025-08-20T12:18:25.638Z","You","Included in Pro","auto",4413,0,30538,1341,36292,"Included"
"2025-08-20T12:17:49.114Z","You","Included in Pro","auto",5357,0,3985,540,9882,"Included"
"2025-08-20T12:08:18.877Z","You","Included in Pro","auto",6582,0,150680,1805,159067,"Included"
"2025-08-20T12:07:08.309Z","You","Included in Pro","auto",2921,0,54691,956,58568,"Included"
"2025-08-20T12:06:37.488Z","You","Included in Pro","auto",278,0,9484,362,10124,"Included"
"2025-08-20T12:04:54.625Z","You","Included in Pro","auto",5483,0,29729,545,35757,"Included"
"2025-08-20T11:54:19.202Z","You","Included in Pro","auto",1342,0,77310,382,79034,"Included"
"2025-08-20T11:52:04.722Z","You","Included in Pro","auto",8822,0,227378,3996,240196,"Included"
"2025-08-20T11:46:20.603Z","You","Included in Pro","auto",25491,0,318716,7968,352175,"Included"
"2025-08-20T11:36:19.202Z","You","Included in Pro","auto",0,5134,0,28,5162,"Included"
"2025-08-20T11:20:26.551Z","You","Included in Pro","auto",611,0,18708,232,19551,"Included"
"2025-08-20T11:19:54.016Z","You","Included in Pro","auto",1753,0,32392,706,34851,"Included"
"2025-08-20T11:15:23.790Z","You","Included in Pro","auto",0,3855,1280,49,5184,"Included"
"2025-08-20T11:13:54.586Z","You","Included in Pro","auto",5339,0,28852,799,34990,"Included"
"2025-08-20T11:06:23.211Z","You","Included in Pro","auto",0,5254,0,329,5583,"Included"
"2025-08-20T11:04:53.441Z","You","Included in Pro","auto",0,4783,0,138,4921,"Included"
"2025-08-20T11:02:44.298Z","You","Included in Pro","auto",0,4958,0,73,5031,"Included"
"2025-08-20T11:02:26.325Z","You","Included in Pro","auto",0,5020,0,34,5054,"Included"
"2025-08-19T15:33:48.857Z","You","Included in Pro","auto",50704,0,156907,4610,212221,"Included"
"2025-08-19T15:09:56.334Z","You","Included in Pro","auto",50994,0,620061,8800,679855,"Included"
"2025-08-19T12:10:38.142Z","You","Included in Pro","auto",3078,0,14693,1713,19484,"Included"
"2025-08-19T12:09:54.635Z","You","Included in Pro","auto",1423,0,22307,911,24641,"Included"
"2025-08-19T12:09:00.174Z","You","Included in Pro","auto",2674,0,34484,1564,38722,"Included"
"2025-08-19T12:06:43.169Z","You","Included in Pro","auto",4399,0,16867,1072,22338,"Included"
"2025-08-19T11:16:46.176Z","You","Included in Pro","auto",2369,0,14401,1211,17981,"Included"
"2025-08-19T11:14:50.824Z","You","Included in Pro","auto",954,0,18355,370,19679,"Included"
"2025-08-19T11:13:17.922Z","You","Included in Pro","auto",1894,0,13425,697,16016,"Included"
"2025-08-19T11:12:29.129Z","You","Included in Pro","auto",0,2237,0,10,2247,"Included"
"2025-08-18T12:06:52.427Z","You","Included in Pro","auto",0,5409,0,105,5514,"Included"
"2025-08-18T12:06:43.614Z","You","Included in Pro","auto",0,5377,0,104,5481,"Included"
"2025-08-18T08:58:18.476Z","You","Included in Pro","auto",0,5360,0,15,5375,"Included"
"2025-08-18T07:05:03.393Z","You","Included in Pro","auto",42554,0,611822,11535,665911,"Included"
"2025-08-18T05:14:08.530Z","You","Included in Pro","auto",2865,0,26125,1035,30025,"Included"
