Date,User,Kind,Max Mode,Model,Tokens,Cost ($)
"2025-08-19T12:10:38.142Z","You","Included in Pro","No","auto",19484,"Included"
"2025-08-19T12:09:54.635Z","You","Included in Pro","No","auto",24641,"Included"
"2025-08-19T12:09:00.174Z","You","Included in Pro","No","auto",38722,"Included"
"2025-08-19T12:06:43.169Z","You","Included in Pro","No","auto",22338,"Included"
"2025-08-19T11:16:46.176Z","You","Included in Pro","No","auto",17981,"Included"
"2025-08-19T11:14:50.824Z","You","Included in Pro","No","auto",19679,"Included"
"2025-08-19T11:13:17.922Z","You","Included in Pro","No","auto",16016,"Included"
"2025-08-19T11:12:29.129Z","You","Included in Pro","No","auto",2247,"Included"
"2025-08-18T12:06:52.427Z","You","Included in Pro","No","auto",5514,"Included"
"2025-08-18T12:06:43.614Z","You","Included in Pro","No","auto",5481,"Included"
"2025-08-18T08:58:18.476Z","You","Included in Pro","No","auto",5375,"Included"
"2025-08-18T07:05:03.393Z","You","Included in Pro","No","auto",665911,"Included"
"2025-08-18T05:14:08.530Z","You","Included in Pro","No","auto",30025,"Included"
