Date,User,Kind,Model,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output,Total Tokens,Cost ($)
"2025-08-28T11:31:09.360Z","You","Included in Pro","auto",7727,0,96368,2143,106238,"Included"
"2025-08-28T11:29:41.135Z","You","Included in Pro","auto",1018,0,4249,503,5770,"Included"
"2025-08-28T11:29:00.928Z","You","Included in Pro","auto",2594,0,8204,774,11572,"Included"
"2025-08-28T11:28:14.724Z","You","Included in Pro","auto",0,4426,1536,11,5973,"Included"
"2025-08-28T11:28:07.848Z","You","Included in Pro","auto",0,4315,1536,12,5863,"Included"
"2025-08-28T11:26:33.988Z","You","Included in Pro","auto",0,5556,0,21,5577,"Included"
"2025-08-28T11:25:26.856Z","You","Included in Pro","auto",0,678,0,12,690,"Included"
"2025-08-28T11:17:57.379Z","You","Included in Pro","auto",0,3859,1024,13,4896,"Included"
"2025-08-28T11:17:32.385Z","You","Included in Pro","auto",688,0,16879,447,18014,"Included"
"2025-08-28T11:16:33.942Z","You","Included in Pro","auto",0,4982,0,13,4995,"Included"
"2025-08-28T11:14:20.449Z","You","Included in Pro","auto",0,4451,0,7,4458,"Included"
"2025-08-28T11:13:57.605Z","You","Included in Pro","auto",0,4303,0,9,4312,"Included"
"2025-08-28T11:09:38.829Z","You","Included in Pro","auto",12494,0,230750,3386,246630,"Included"
"2025-08-28T11:07:54.798Z","You","Included in Pro","auto",1349,0,8098,418,9865,"Included"
"2025-08-28T08:49:01.608Z","You","Included in Pro","auto",0,3336,0,193,3529,"Included"
"2025-08-28T08:48:52.473Z","You","Included in Pro","auto",0,3174,0,61,3235,"Included"
"2025-08-27T15:32:23.210Z","You","Included in Pro","auto",6032,0,64034,3050,73116,"Included"
"2025-08-27T15:28:49.075Z","You","Included in Pro","auto",6441,0,72028,3228,81697,"Included"
"2025-08-27T15:18:31.652Z","You","Included in Pro","auto",6624,0,79472,2976,89072,"Included"
"2025-08-27T15:17:13.563Z","You","Included in Pro","auto",0,2743,2048,113,4904,"Included"
"2025-08-27T15:17:03.574Z","You","Included in Pro","auto",0,4596,0,14,4610,"Included"
"2025-08-27T15:16:25.899Z","You","Included in Pro","auto",0,2038,2048,14,4100,"Included"
"2025-08-27T15:16:15.233Z","You","Included in Pro","auto",0,2366,0,13,2379,"Included"
"2025-08-27T15:15:34.416Z","You","Included in Pro","auto",0,2643,0,14,2657,"Included"
"2025-08-27T15:14:23.768Z","You","Included in Pro","auto",0,3328,0,24,3352,"Included"
"2025-08-27T15:14:06.956Z","You","Included in Pro","auto",0,3212,0,24,3236,"Included"
"2025-08-27T15:11:54.292Z","You","Included in Pro","auto",0,2586,0,12,2598,"Included"
"2025-08-27T15:11:24.318Z","You","Included in Pro","auto",0,3732,0,13,3745,"Included"
"2025-08-27T15:03:18.525Z","You","Included in Pro","auto",70349,0,1411334,2751,1484434,"Included"
"2025-08-27T14:59:00.418Z","You","Included in Pro","auto",5331,0,68444,2684,76459,"Included"
"2025-08-27T14:53:26.643Z","You","Included in Pro","auto",0,862,0,16,878,"Included"
"2025-08-26T15:38:14.293Z","You","Included in Pro","auto",714,0,18172,253,19139,"Included"
"2025-08-26T15:36:21.662Z","You","Included in Pro","auto",4872,0,27790,476,33138,"Included"
"2025-08-26T15:16:02.595Z","You","Included in Pro","auto",41295,0,390640,1148,433083,"Included"
"2025-08-26T13:59:01.920Z","You","Included in Pro","auto",0,4635,0,18,4653,"Included"
"2025-08-26T13:57:33.457Z","You","Included in Pro","auto",4564,0,74859,863,80286,"Included"
"2025-08-26T13:20:50.885Z","You","Errored, Not Charged","auto",12021,0,631344,2344,645709,"Included"
"2025-08-26T13:18:31.911Z","You","Included in Pro","auto",2591,0,43016,922,46529,"Included"
"2025-08-26T13:17:47.907Z","You","Included in Pro","auto",3600,0,34270,892,38762,"Included"
"2025-08-26T13:16:54.236Z","You","Included in Pro","auto",2738,0,33916,791,37445,"Included"
"2025-08-26T13:16:04.218Z","You","Included in Pro","auto",2230,0,15859,828,18917,"Included"
"2025-08-26T13:14:43.670Z","You","Included in Pro","auto",2703,0,26040,1670,30413,"Included"
"2025-08-26T13:13:57.981Z","You","Included in Pro","auto",855,0,9207,459,10521,"Included"
"2025-08-26T13:13:03.599Z","You","Included in Pro","auto",0,2348,2176,9,4533,"Included"
"2025-08-26T13:12:38.293Z","You","Included in Pro","auto",844,0,9108,344,10296,"Included"
"2025-08-26T13:11:31.168Z","You","Included in Pro","auto",0,2638,0,8,2646,"Included"
"2025-08-26T13:09:18.990Z","You","Included in Pro","auto",2721,0,35381,793,38895,"Included"
"2025-08-26T13:05:46.595Z","You","Included in Pro","auto",0,1533,0,9,1542,"Included"
"2025-08-25T15:23:01.382Z","You","Included in Pro","auto",10182,0,154507,2586,167275,"Included"
"2025-08-25T15:22:24.606Z","You","Errored, Not Charged","auto",0,0,0,0,0,"Included"
"2025-08-25T12:07:29.301Z","You","Included in Pro","auto",0,2468,0,27,2495,"Included"
"2025-08-25T12:02:29.929Z","You","Included in Pro","auto",7699,0,113035,1716,122450,"Included"
"2025-08-25T11:52:44.283Z","You","Included in Pro","auto",2458,0,13578,1211,17247,"Included"
"2025-08-25T11:40:08.829Z","You","Included in Pro","auto",1840,0,88859,486,91185,"Included"
"2025-08-25T11:38:27.400Z","You","Included in Pro","auto",4911,0,46168,2482,53561,"Included"
"2025-08-24T15:42:48.910Z","You","Included in Pro","auto",18798,0,161687,1340,181825,"Included"
"2025-08-24T14:07:48.900Z","You","Included in Pro","auto",27873,0,248072,1609,277554,"Included"
"2025-08-24T13:47:38.660Z","You","Errored, Not Charged","auto",5739,0,52091,663,58493,"Included"
"2025-08-24T13:01:28.534Z","You","Included in Pro","auto",11877,0,239022,2841,253740,"Included"
"2025-08-24T12:50:07.411Z","You","Included in Pro","auto",19443,0,163689,1681,184813,"Included"
"2025-08-24T12:41:00.982Z","You","Errored, Not Charged","auto",22901,0,417205,4358,444464,"Included"
"2025-08-24T12:22:00.714Z","You","Included in Pro","auto",2905,0,123422,961,127288,"Included"
"2025-08-24T12:17:15.030Z","You","Errored, Not Charged","auto",15188,0,1073241,5435,1093864,"Included"
"2025-08-24T10:33:09.723Z","You","Errored, Not Charged","auto",6486,0,56685,524,63695,"Included"
"2025-08-24T09:13:34.915Z","You","Included in Pro","auto",88957,0,1733965,2666,1825588,"Included"
"2025-08-24T09:01:01.657Z","You","Included in Pro","auto",37966,0,289268,2363,329597,"Included"
"2025-08-23T15:36:39.361Z","You","Included in Pro","auto",4447,0,33081,734,38262,"Included"
"2025-08-23T15:16:45.517Z","You","Included in Pro","auto",0,2845,0,77,2922,"Included"
"2025-08-23T14:06:15.316Z","You","Errored, Not Charged","auto",1759,0,106738,776,109273,"Included"
"2025-08-23T14:02:47.933Z","You","Included in Pro","auto",22020,0,184012,1331,207363,"Included"
"2025-08-23T12:35:28.461Z","You","Included in Pro","auto",10694,0,95065,993,106752,"Included"
"2025-08-23T12:30:09.130Z","You","Included in Pro","auto",7084,0,84742,1696,93522,"Included"
